-0,0,-0
0.0017439,6.0898e-05,0.05236
0.0034794,0.00024331,0.10472
0.0051978,0.00054631,0.15708
0.0068909,0.00096846,0.20944
0.0085505,0.0015077,0.2618
0.010168,0.0021614,0.31415
0.011737,0.0029263,0.36651
0.013248,0.0037988,0.41887
0.014695,0.0047745,0.47122
0.01607,0.0058489,0.52358
0.017367,0.0070167,0.57591
0.01858,0.0082719,0.62827
0.019701,0.0096087,0.68062
0.020727,0.01102,0.73297
0.021651,0.0125,0.78532
0.022471,0.01404,0.83768
0.023181,0.015634,0.89001
0.023778,0.017274,0.94236
0.024259,0.018952,0.99472
0.024622,0.020658,1.0471
0.024865,0.022386,1.0994
0.024987,0.024128,1.1518
0.024988,0.025873,1.2042
0.024866,0.027612,1.2565
0.024623,0.029341,1.3089
0.02426,0.031047,1.3613
0.023779,0.032726,1.4136
0.023183,0.034364,1.466
0.022473,0.035959,1.5184
0.021653,0.0375,1.5708
0.020727,0.03898,1.6232
0.0197,0.040391,1.6756
0.018578,0.041729,1.728
0.017365,0.042982,1.7804
0.016068,0.04415,1.8328
0.014693,0.045223,1.8852
0.013245,0.046199,1.9376
0.011725,0.047073,1.9901
0.010156,0.047836,2.0426
0.0085364,0.048489,2.095
0.0068766,0.049026,2.1474
0.0051837,0.049447,2.1998
0.0034562,0.049749,2.2524
0.0017199,0.04993,2.3048
-2.3217e-05,0.04999,2.3572
-0.0017686,0.049927,2.4096
-0.0035118,0.049742,2.4621
-0.0052294,0.049437,2.5145
-0.0069222,0.049013,2.5669
-0.0085799,0.048473,2.6193
-0.010205,0.047815,2.6719
-0.011771,0.047048,2.7243
-0.01328,0.046174,2.7766
-0.014732,0.045194,2.8292
-0.016103,0.044118,2.8815
-0.017397,0.042951,2.9339
-0.018612,0.04169,2.9864
-0.01973,0.040353,3.0388
-0.020753,0.038939,3.0911
-0.021679,0.037456,-3.1396
-0.022494,0.035915,-3.0872
-0.023198,0.03432,-3.0349
-0.023796,0.032677,-2.9824
-0.024272,0.030999,-2.9301
-0.02463,0.029294,-2.8778
-0.024873,0.027561,-2.8253
-0.02499,0.025823,-2.7729
-0.024985,0.024079,-2.7206
-0.024859,0.022339,-2.6683
-0.024615,0.020608,-2.6158
-0.024247,0.018902,-2.5635
-0.023763,0.017228,-2.5112
-0.023162,0.01559,-2.4589
-0.022449,0.013998,-2.4066
-0.021626,0.012459,-2.3542
-0.0207,0.010978,-2.3017
-0.019671,0.0095691,-2.2494
-0.018547,0.0082349,-2.1971
-0.017332,0.0069821,-2.1447
-0.016032,0.0058173,-2.0924
-0.014655,0.0047458,-2.0401
-0.013206,0.003773,-1.9877
-0.011693,0.0029036,-1.9354
-0.010124,0.0021418,-1.883
-0.0085044,0.0014913,-1.8307
-0.0068437,0.00095525,-1.7783
-0.0051497,0.00053618,-1.7259
-0.0034307,0.00023654,-1.6736
-0.001695,5.7538e-05,-1.6212
4.9065e-05,4.7764e-08,-1.5688
0.0017928,6.4353e-05,-1.5165
0.0035279,0.00025014,-1.4641
0.0052458,0.0005566,-1.4117
0.0069381,0.00098207,-1.3594
0.0085966,0.0015245,-1.307
0.010213,0.0021813,-1.2547
0.01178,0.0029493,-1.2023
0.01329,0.0038249,-1.15
0.014734,0.0048033,-1.0976
0.016107,0.0058803,-1.0453
0.017402,0.0070505,-0.99291
0.018611,0.0083079,-0.94056
0.01973,0.0096467,-0.88821
0.020754,0.011061,-0.83586
0.021675,0.012541,-0.78352
0.022492,0.014084,-0.73116
0.023199,0.01568,-0.67882
0.023793,0.017321,-0.62647
0.024271,0.018999,-0.57412
0.024631,0.020706,-0.52177
0.024871,0.022436,-0.4694
0.024989,0.024175,-0.41705
0.024986,0.025921,-0.36469
0.024861,0.027662,-0.31233
0.024615,0.029388,-0.25996
0.024249,0.031095,-0.20759
0.023764,0.032772,-0.15521
0.023164,0.03441,-0.10283
0.022451,0.036003,-0.050448
0.021627,0.037542,0.0019415
0.0207,0.039019,0.054336
0.01967,0.04043,0.10674
0.018545,0.041763,0.15914
0.01733,0.043017,0.21155
0.016029,0.044183,0.26398
0.014649,0.045253,0.3164
0.0132,0.046225,0.36882
0.011685,0.047094,0.42124
0.010112,0.047856,0.47369
0.0084913,0.048506,0.52613
0.0068278,0.049041,0.57857
0.0051308,0.049458,0.63101
0.003411,0.049757,0.68345
0.0016728,0.049934,0.7359
-7.4433e-05,0.04999,0.78835
-0.001819,0.049924,0.84079
-0.0035559,0.049736,0.89323
-0.0052757,0.049427,0.94568
-0.0069692,0.049,0.99812
-0.0086298,0.048456,1.0506
-0.010247,0.047795,1.103
-0.011815,0.047024,1.1554
-0.013325,0.046148,1.2079
-0.014768,0.045165,1.2603
-0.016142,0.044087,1.3127
-0.017434,0.042915,1.3651
-0.018643,0.041654,1.4175
-0.019762,0.040314,1.4699
-0.020782,0.038897,1.5224
-0.021701,0.037415,1.5747
-0.022516,0.035871,1.6271
-0.02322,0.034273,1.6795
-0.02381,0.032632,1.7319
-0.024286,0.030952,1.7843
-0.024641,0.029243,1.8367
-0.024877,0.027514,1.8891
-0.024992,0.025772,1.9414
-0.024985,0.024028,1.9938
-0.024856,0.022286,2.0461
-0.024606,0.02056,2.0985
-0.024236,0.018855,2.1509
-0.023749,0.01718,2.2032
-0.023144,0.015542,2.2556
-0.022428,0.01395,2.3079
-0.021603,0.012413,2.3603
-0.020672,0.010937,2.4126
-0.019641,0.0095298,2.465
-0.018514,0.0081973,2.5173
-0.017296,0.0069466,2.5697
-0.015995,0.0057846,2.622
-0.014616,0.0047159,2.6744
-0.013165,0.0037458,2.7267
-0.01165,0.0028794,2.7791
-0.010079,0.0021225,2.8313
-0.0084581,0.001475,2.8836
-0.0067965,0.00094218,2.936
-0.0051018,0.00052655,2.9884
-0.0033821,0.00023012,3.0407
-0.001646,5.4385e-05,3.0931
9.8129e-05,1.8419e-07,-3.1378
0.0018418,6.7779e-05,-3.0854
0.0035766,0.00025685,-3.033
0.0052937,0.00056643,-2.9807
0.0069853,0.0009951,-2.9283
0.0086428,0.0015407,-2.876
0.010258,0.0022006,-2.8236
0.011824,0.0029715,-2.7712
0.013331,0.0038499,-2.7189
0.014774,0.0048311,-2.6665
0.016145,0.0059108,-2.6142
0.017438,0.0070837,-2.5618
0.018645,0.0083432,-2.5095
0.019761,0.0096841,-2.4571
0.020782,0.0111,-2.4048
0.021702,0.012584,-2.3524
0.022515,0.014128,-2.3001
0.023218,0.015724,-2.2477
0.023809,0.017366,-2.1954
0.024284,0.019045,-2.143
0.02464,0.020753,-2.0906
0.024877,0.022483,-2.0383
0.024991,0.024223,-1.9859
0.024985,0.025969,-1.9336
0.024856,0.027708,-1.8812
0.024607,0.029436,-1.8288
0.024238,0.031142,-1.7765
0.023749,0.032818,-1.724
0.023145,0.034456,-1.6717
0.022429,0.036047,-1.6193
0.021603,0.037585,-1.5669
0.020673,0.039061,-1.5145
0.019639,0.040469,-1.4621
0.018511,0.041801,-1.4097
0.017294,0.04305,-1.3573
0.015991,0.044212,-1.3049
0.014609,0.045282,-1.2524
0.013159,0.046251,-1.2
0.011641,0.047118,-1.1476
0.010068,0.047875,-1.0951
0.0084452,0.048521,-1.0427
0.0067796,0.049054,-0.99026
0.0050834,0.049468,-0.93782
0.003361,0.049763,-0.88537
0.0016244,0.049937,-0.83293
-0.00012334,0.04999,-0.78049
-0.0018685,0.04992,-0.72804
-0.0036055,0.049728,-0.67559
-0.0053239,0.049416,-0.62314
-0.0070173,0.048987,-0.57071
-0.008676,0.048438,-0.51825
-0.010293,0.047776,-0.46582
-0.011858,0.047002,-0.41339
-0.013367,0.046121,-0.36096
-0.014807,0.045138,-0.30854
-0.016179,0.044056,-0.25611
-0.017471,0.04288,-0.2037
-0.018677,0.041618,-0.15129
-0.01979,0.040274,-0.098883
-0.020808,0.038857,-0.046482
-0.021726,0.037372,0.0059127
-0.022537,0.035827,0.058301
-0.023237,0.034227,0.11069
-0.023825,0.032585,0.16307
-0.024296,0.030905,0.21544
-0.024648,0.029195,0.26781
-0.024881,0.027466,0.32018
-0.024992,0.025724,0.37253
-0.024982,0.02398,0.4249
-0.024849,0.022239,0.47725
-0.024596,0.020514,0.52962
-0.024223,0.018809,0.58197
-0.023732,0.017134,0.63432
-0.023125,0.015498,0.68667
-0.022406,0.013908,0.73901
-0.021578,0.012373,0.79137
-0.020644,0.010898,0.84371
-0.01961,0.0094929,0.89606
-0.01848,0.0081625,0.94841
-0.017261,0.0069149,1.0008
-0.015957,0.0057545,1.0531
-0.014575,0.0046881,1.1055
-0.013123,0.0037211,1.1578
-0.011607,0.0028575,1.2102
-0.010034,0.0021018,1.2625
-0.008412,0.0014577,1.3149
-0.0067494,0.00092834,1.3672
-0.0050538,0.00051615,1.4196
-0.0033336,0.00022327,1.472
-0.001597,5.1073e-05,1.5243
0.00014719,4.3244e-07,1.5767
0.0018908,7.1591e-05,1.629
0.003625,0.00026419,1.6814
0.0053417,0.00057731,1.7338
0.0070322,0.0010097,1.7862
0.0086886,0.0015588,1.8385
0.010303,0.002222,1.8909
0.011866,0.0029961,1.9432
0.013373,0.0038774,1.9956
0.014813,0.0048616,2.0479
0.016182,0.0059437,2.1003
0.017472,0.0071187,2.1526
0.018678,0.0083812,2.2049
0.019792,0.0097237,2.2573
